gene	p-value	label
AURKAIP1	0.0029690956308561	0
EIF2B1	0.0029887563400259	0
IL7R	0.0030108363193272	0
FGF17	0.0030113184625729	0
NDUFAF7	0.0030426454958721	0
EGF	0.0030467477193675	0
FGF9	0.0030476504935775	0
MAP3K9	0.0030483431360918	0
TNFRSF1A	0.0030518920862315	0
DKC1	0.0030932984113046	0
COX15	0.0031211816587136	0
DAP3	0.0031623241225275	0
PLD1	0.0031742688851843	0
TRAF2	0.0031758271287124	0
RAP2A	0.0031812413782839	0
RABL2A	0.0032010820410798	0
UTP6	0.0032040144041801	-1
HECTD1	0.0032095906599483	0
CSF1	0.0032154213251396	0
RAB4B	0.0032190235996635	0
SPATA5	0.0032290433201189	0
GEMIN4	0.0032557386070314	0
SARS2	0.003294108319693	0
RAB22A	0.0033109443927631	0
IFT81	0.0033261403111133	0
UQCRFS1	0.0033663040322467	0
RAB23	0.0033705526757504	0
UTP15	0.0033749770781973	0
RAC1	0.003379301927462	0
SIRT1	0.0034346985668539	0
SHMT2	0.0034423769098831	0
PUM1	0.0034498144364897	0
NVL	0.0034960471941244	0
CYC1	0.003526440440479	0
EIF6	0.0035375247697765	0
GNA11	0.0035563087363135	0
NDUFB5	0.0035718720522295	0
RIOK2	0.0036088244073405	0
WDR43	0.003650090547455	0
MRPL44	0.0036519318212449	0
TWIST1	0.0036973166886144	0
NDUFAF3	0.003708062569869	0
PKN2	0.0037114234014586	0
NOP10	0.0037374292118357	-1
PGR	0.003774668526301	0
LBP	0.0037995106764443	0
NOB1	0.0038018446093481	-1
PRKCQ	0.0038019028435332	0
GEMIN2	0.003861664295911	0
F2R	0.0038839806371264	0
SH2B1	0.0038863157427752	0
RAP2C	0.0039159507455056	0
TNFRSF1B	0.0039230750496194	0
RAB35	0.003948665474784	0
BCAT1	0.0039802707416345	0
WDR3	0.0039859679229406	0
SLC22A13	0.0040203139849352	0
NRAS	0.0040289423701525	1
REXO1	0.0040804352777121	0
CD79A	0.0040879269190491	0
MAPK9	0.0041003934806237	0
PDSS1	0.0041546184297019	0
YBEY	0.0041632706381946	0
APAF1	0.0043296758322605	0
CYP27C1	0.0043360334296674	-1
EIF1AX	0.0043723293862256	0
TRAK2	0.0044064763366731	0
GTPBP4	0.0044407201474973	-1
PDGFB	0.0045067715669163	0
RBM28	0.0045451691246503	0
TBX2	0.0045670263858715	0
